season,depth_thresholds_m,weighting_scenario,exposure_class,natura_area_m2,number_of_grid_cells,mean_traffic,mean_depth_m,mean_natura_share,total_natura_area_m2,natura_area_percent
winter,20/60,30_70,Moderate,1385935264.8002107,1991,7.174628713088616,27.73104162479461,0.8023512299922195,10359878720.00407,13.377910130589502
winter,20/60,30_70,High,3691093840.4068046,5185,0.2699570802253495,14.079104643491737,0.9801509948754388,10359878720.00407,35.62873601289953
winter,20/60,30_70,Critical,17440196.148103647,43,65.84068266947772,6.608835892078603,0.9817503306112759,10359878720.00407,0.16834363238662312
summer,20/60,30_70,No exposure,3715068.318421891,128111,0.8792645850932573,272.0513714213496,2.9978615772429816e-4,10359878720.00407,0.03586015260244698
summer,20/60,30_70,Low,5198491837.985888,8029,2.288501702966829,71.6654497338493,0.6966205802625464,10359878720.00407,50.17908006922928
summer,20/60,30_70,Moderate,1292833586.3593519,1887,8.878373644348382,28.075189060093724,0.7855584532778542,10359878720.00407,12.479234760374144
summer,20/60,30_70,High,3486570054.4205017,4732,2.7296373148298922,14.932616094318433,0.9763814105542539,10359878720.00407,33.65454508350781
summer,20/60,30_70,Critical,378268172.91990775,695,44.33426634063558,11.95500274520837,0.9912520042367783,10359878720.00407,3.6512799342863267
winter,20/60,50_50,No exposure,104305783.65235786,128421,0.3528726262506431,271.89536975709484,0.002373325551476366,10359878720.00407,1.0068243699702006
winter,20/60,50_50,Low,5569967197.56375,8488,0.2799858771047961,67.52259289465773,0.6911050069997288,10359878720.00407,53.76479153958244
winter,20/60,50_50,Moderate,2865667889.2620344,3878,1.1134948035567274,21.624799377373442,0.9257698042275374,10359878720.00407,27.661210779704074
winter,20/60,50_50,High,1817190424.655947,2658,4.806864498132423,9.60674905480244,0.998236791891364,10359878720.00407,17.540653455209878
winter,20/60,50_50,Critical,2747424.869982185,9,215.44688142551215,4.925921589031001,0.9717209668137263,10359878720.00407,0.026519855533415987
summer,20/60,50_50,No exposure,3715068.318421891,128111,0.8792645850932573,272.0513714213496,2.9978615772429816e-4,10359878720.00407,0.03586015260244698
summer,20/60,50_50,Low,5494988447.703476,8535,2.185433496513431,68.90438756550424,0.6942235137078616,10359878720.00407,53.04104996029642
summer,20/60,50_50,Moderate,2476301390.3905115,3220,3.274172122805694,24.26030287494473,0.9007029376210228,10359878720.00407,23.902802892942926
summer,20/60,50_50,High,2359716727.1824584,3527,9.253309504096832,11.131876316172253,0.9921757809581802,10359878720.00407,22.777455132037794
summer,20/60,50_50,Critical,25157086.409203324,61,289.40675407234085,9.765164263476198,0.9804473749965864,10359878720.00407,0.242831862120423
winter,20/60,70_30,No exposure,104305783.65235786,128421,0.3528726262506431,271.89536975709484,0.002373325551476366,10359878720.00407,1.0068243699702006
winter,20/60,70_30,Low,7220115197.402712,10607,0.22476924538740703,59.10165264587358,0.730191247131441,10359878720.00407,69.69304750123442
winter,20/60,70_30,Moderate,3021153992.605946,4388,0.4382556891531955,12.179278115898397,0.9882832914616632,10359878720.00407,29.16205946284243
winter,20/60,70_30,High,14294215.074914139,37,441.4231182344443,13.377245712066728,0.961296838499212,10359878720.00407,0.1379766642182132
winter,20/60,70_30,Critical,9531.268141227774,1,340.1856384277344,6,0.9998574752129298,10359878720.00407,9.200173475799174e-5
summer,20/60,70_30,No exposure,3715068.318421891,128111,0.8792645850932573,272.0513714213496,2.9978615772429816e-4,10359878720.00407,0.03586015260244698
summer,20/60,70_30,Low,6705711986.3486395,10076,1.829771582680185,62.095273232939164,0.7191790811604148,10359878720.00407,64.7277074141849
summer,20/60,70_30,Moderate,3450165658.1737213,4861,3.2469063428706066,14.64010832808166,0.9753486920066318,10359878720.00407,33.30314718368022
summer,20/60,70_30,High,195488329.39472,391,93.0511178808731,13.03768139606124,0.977617662914133,10359878720.00407,1.8869750764287248
summer,20/60,70_30,Critical,4797677.768568631,15,554.4678793100416,9.593376602384756,0.9870332089721968,10359878720.00407,0.046310173103713194
